Cast_Count,Station_ID,Datetime,Depth_bin_m,T_degC,Salinity,SigmaTheta
992,090.0 070.0,1950-02-06 19:54:00,5,14.04,33.17,24.766
992,090.0 070.0,1950-02-06 19:54:00,15,13.95,33.21,24.815
992,090.0 070.0,1950-02-06 19:54:00,25,13.9,33.21,24.826
992,090.0 070.0,1950-02-06 19:54:00,35,13.81,33.218,24.851
992,090.0 070.0,1950-02-06 19:54:00,55,13.25,33.15,24.912
992,090.0 070.0,1950-02-06 19:54:00,75,11.83,33.13,25.171
992,090.0 070.0,1950-02-06 19:54:00,85,11.7,33.142,25.204
992,090.0 070.0,1950-02-06 19:54:00,105,10.86,33.28,25.464
992,090.0 070.0,1950-02-06 19:54:00,125,10.08,33.481,25.755
992,090.0 070.0,1950-02-06 19:54:00,155,9.42,33.662,26.006
992,090.0 070.0,1950-02-06 19:54:00,205,8.4,33.95,26.393
992,090.0 070.0,1950-02-06 19:54:00,255,7.82,34.05,26.558
992,090.0 070.0,1950-02-06 19:54:00,305,7.04,34.14,26.74
992,090.0 070.0,1950-02-06 19:54:00,325,6.82,34.16,26.786
992,090.0 070.0,1950-02-06 19:54:00,395,6.26,34.16,26.86
1267,090.0 070.0,1950-04-08 17:30:00,5,15.02,33.38,24.72
1267,090.0 070.0,1950-04-08 17:30:00,15,14.98,33.4,24.744
1267,090.0 070.0,1950-04-08 17:30:00,25,13.87,33.273,24.881
1267,090.0 070.0,1950-04-08 17:30:00,35,13.31,33.235,24.966
1267,090.0 070.0,1950-04-08 17:30:00,55,13.13,33.283,25.039
1267,090.0 070.0,1950-04-08 17:30:00,85,12.9,33.299,25.098
1267,090.0 070.0,1950-04-08 17:30:00,105,12.42,33.378,25.253
1267,090.0 070.0,1950-04-08 17:30:00,125,11.23,33.493,25.564
1267,090.0 070.0,1950-04-08 17:30:00,155,9.88,33.635,25.91
1267,090.0 070.0,1950-04-08 17:30:00,165,9.5,33.68,26.007
1267,090.0 070.0,1950-04-08 17:30:00,205,8.67,33.906,26.317
1267,090.0 070.0,1950-04-08 17:30:00,215,8.59,33.94,26.356
1267,090.0 070.0,1950-04-08 17:30:00,255,7.84,34.014,26.527
1267,090.0 070.0,1950-04-08 17:30:00,305,7.07,34.05,26.665
1267,090.0 070.0,1950-04-08 17:30:00,315,6.92,34.05,26.686
1387,090.0 070.0,1950-05-07 17:36:00,5,14.15,33.3,24.843
1387,090.0 070.0,1950-05-07 17:36:00,15,14.17,33.308,24.845
1387,090.0 070.0,1950-05-07 17:36:00,25,14.16,33.203,24.767
1387,090.0 070.0,1950-05-07 17:36:00,35,14.02,33.162,24.764
1387,090.0 070.0,1950-05-07 17:36:00,55,13.18,33.09,24.88
1387,090.0 070.0,1950-05-07 17:36:00,75,11.52,33.1,25.205
1387,090.0 070.0,1950-05-07 17:36:00,85,11.29,33.114,25.257
1387,090.0 070.0,1950-05-07 17:36:00,105,10.3,33.22,25.514
1387,090.0 070.0,1950-05-07 17:36:00,125,9.36,33.429,25.833
1387,090.0 070.0,1950-05-07 17:36:00,145,8.99,33.57,26.003
1387,090.0 070.0,1950-05-07 17:36:00,155,8.91,33.626,26.059
1387,090.0 070.0,1950-05-07 17:36:00,195,8.58,33.89,26.318
1387,090.0 070.0,1950-05-07 17:36:00,205,8.41,33.921,26.368
1387,090.0 070.0,1950-05-07 17:36:00,255,7.64,34.004,26.548
1387,090.0 070.0,1950-05-07 17:36:00,285,7.22,34.01,26.612
1387,090.0 070.0,1950-05-07 17:36:00,305,7.06,34.052,26.668
1387,090.0 070.0,1950-05-07 17:36:00,385,6.7,34.18,26.818
1477,090.0 070.0,1950-06-13 00:42:00,5,14.58,33.13,24.621
1477,090.0 070.0,1950-06-13 00:42:00,15,14.58,33.12,24.614
1477,090.0 070.0,1950-06-13 00:42:00,25,14.11,33.065,24.671
1477,090.0 070.0,1950-06-13 00:42:00,35,13.97,33.072,24.705
1477,090.0 070.0,1950-06-13 00:42:00,55,13.82,33.08,24.743
1477,090.0 070.0,1950-06-13 00:42:00,75,13.68,33.13,24.811
1477,090.0 070.0,1950-06-13 00:42:00,85,13.23,33.107,24.884
1477,090.0 070.0,1950-06-13 00:42:00,95,11.76,33.06,25.13
1477,090.0 070.0,1950-06-13 00:42:00,105,11.41,33.076,25.207
1477,090.0 070.0,1950-06-13 00:42:00,125,10.19,33.206,25.522
1477,090.0 070.0,1950-06-13 00:42:00,145,9.65,33.33,25.709
1477,090.0 070.0,1950-06-13 00:42:00,155,9.34,33.43,25.838
1477,090.0 070.0,1950-06-13 00:42:00,185,8.54,33.76,26.222
1477,090.0 070.0,1950-06-13 00:42:00,205,8.28,33.84,26.324
1477,090.0 070.0,1950-06-13 00:42:00,255,7.62,33.975,26.528
1477,090.0 070.0,1950-06-13 00:42:00,275,7.42,33.98,26.561
1477,090.0 070.0,1950-06-13 00:42:00,305,7.04,33.997,26.627
1477,090.0 070.0,1950-06-13 00:42:00,365,6.34,34.0,26.723
1589,090.0 070.0,1950-07-13 00:54:00,5,16.63,33.15,24.182
1589,090.0 070.0,1950-07-13 00:54:00,15,16.55,33.1,24.162
1589,090.0 070.0,1950-07-13 00:54:00,25,16.52,33.117,24.183
1589,090.0 070.0,1950-07-13 00:54:00,35,16.28,33.16,24.271
1589,090.0 070.0,1950-07-13 00:54:00,55,15.38,33.23,24.527
1589,090.0 070.0,1950-07-13 00:54:00,75,14.11,33.15,24.738
1589,090.0 070.0,1950-07-13 00:54:00,85,13.77,33.155,24.812
1589,090.0 070.0,1950-07-13 00:54:00,105,11.92,33.24,25.24
1589,090.0 070.0,1950-07-13 00:54:00,125,10.42,33.36,25.603
1589,090.0 070.0,1950-07-13 00:54:00,145,9.73,33.46,25.798
1589,090.0 070.0,1950-07-13 00:54:00,155,9.53,33.511,25.87
1589,090.0 070.0,1950-07-13 00:54:00,195,8.52,33.84,26.288
1589,090.0 070.0,1950-07-13 00:54:00,205,8.35,33.886,26.35
1589,090.0 070.0,1950-07-13 00:54:00,255,7.67,34.031,26.565
1589,090.0 070.0,1950-07-13 00:54:00,285,7.38,34.05,26.622
1589,090.0 070.0,1950-07-13 00:54:00,305,7.15,34.057,26.659
1589,090.0 070.0,1950-07-13 00:54:00,385,6.28,34.07,26.787
1746,090.0 070.0,1950-08-18 07:30:00,5,16.49,33.26,24.299
1746,090.0 070.0,1950-08-18 07:30:00,15,16.5,33.28,24.312
1746,090.0 070.0,1950-08-18 07:30:00,25,15.93,33.39,24.527
1746,090.0 070.0,1950-08-18 07:30:00,35,14.69,33.319,24.745
1746,090.0 070.0,1950-08-18 07:30:00,55,11.73,33.034,25.114
1746,090.0 070.0,1950-08-18 07:30:00,85,10.73,33.317,25.515
1841,090.0 070.0,1950-09-18 04:12:00,5,18.05,33.24,23.913
1841,090.0 070.0,1950-09-18 04:12:00,15,17.62,33.28,24.049
1841,090.0 070.0,1950-09-18 04:12:00,25,17.46,33.24,24.057
1841,090.0 070.0,1950-09-18 04:12:00,35,16.73,33.22,24.214
1841,090.0 070.0,1950-09-18 04:12:00,55,13.54,33.22,24.908
1841,090.0 070.0,1950-09-18 04:12:00,85,11.07,33.3,25.442
1841,090.0 070.0,1950-09-18 04:12:00,105,9.8,33.46,25.785
1841,090.0 070.0,1950-09-18 04:12:00,125,9.09,33.659,26.056
1841,090.0 070.0,1950-09-18 04:12:00,155,8.71,33.822,26.244
1841,090.0 070.0,1950-09-18 04:12:00,205,8.1,33.977,26.459
1841,090.0 070.0,1950-09-18 04:12:00,255,7.59,34.023,26.57
1841,090.0 070.0,1950-09-18 04:12:00,305,7.18,34.04,26.642
2378,090.0 070.0,1951-02-20 03:00:00,5,13.63,33.12,24.811
2378,090.0 070.0,1951-02-20 03:00:00,15,13.63,33.1,24.796
2378,090.0 070.0,1951-02-20 03:00:00,25,12.87,33.211,25.034
2378,090.0 070.0,1951-02-20 03:00:00,35,12.16,33.297,25.238
2378,090.0 070.0,1951-02-20 03:00:00,55,11.37,33.31,25.395
2378,090.0 070.0,1951-02-20 03:00:00,85,10.0,33.42,25.72
2378,090.0 070.0,1951-02-20 03:00:00,105,9.28,33.77,26.112
2378,090.0 070.0,1951-02-20 03:00:00,125,8.72,33.996,26.378
2378,090.0 070.0,1951-02-20 03:00:00,155,8.42,34.03,26.452
2378,090.0 070.0,1951-02-20 03:00:00,205,7.82,33.96,26.487
2378,090.0 070.0,1951-02-20 03:00:00,255,7.37,34.031,26.608
2378,090.0 070.0,1951-02-20 03:00:00,305,7.07,34.13,26.728
2479,090.0 070.0,1951-03-19 09:36:00,5,14.27,33.17,24.718
2479,090.0 070.0,1951-03-19 09:36:00,15,14.06,33.17,24.762
2479,090.0 070.0,1951-03-19 09:36:00,25,14.03,33.188,24.782
2479,090.0 070.0,1951-03-19 09:36:00,35,13.79,33.215,24.853
2479,090.0 070.0,1951-03-19 09:36:00,55,12.65,33.26,25.116
2479,090.0 070.0,1951-03-19 09:36:00,75,11.26,33.22,25.345
2479,090.0 070.0,1951-03-19 09:36:00,85,11.19,33.224,25.361
2479,090.0 070.0,1951-03-19 09:36:00,105,9.6,33.38,25.755
2479,090.0 070.0,1951-03-19 09:36:00,125,9.2,33.693,26.065
2479,090.0 070.0,1951-03-19 09:36:00,155,8.83,33.853,26.25
2479,090.0 070.0,1951-03-19 09:36:00,205,8.25,33.96,26.423
2479,090.0 070.0,1951-03-19 09:36:00,255,7.65,34.062,26.592
2479,090.0 070.0,1951-03-19 09:36:00,305,7.14,34.14,26.726
2672,090.0 070.0,1951-04-16 20:36:00,15,14.81,33.1,24.549
2804,090.0 070.0,1951-05-14 14:06:00,15,15.2,33.17,24.519
3097,090.0 070.0,1951-07-05 12:06:00,5,,33.3,
3097,090.0 070.0,1951-07-05 12:06:00,15,15.76,33.23,24.442
3097,090.0 070.0,1951-07-05 12:06:00,25,15.22,33.21,24.546
3097,090.0 070.0,1951-07-05 12:06:00,35,14.73,33.3,24.721
3097,090.0 070.0,1951-07-05 12:06:00,55,13.75,33.309,24.933
3097,090.0 070.0,1951-07-05 12:06:00,85,12.53,33.165,25.065
3097,090.0 070.0,1951-07-05 12:06:00,105,11.31,33.175,25.301
3097,090.0 070.0,1951-07-05 12:06:00,115,11.02,33.18,25.358
3097,090.0 070.0,1951-07-05 12:06:00,125,10.24,33.383,25.652
3097,090.0 070.0,1951-07-05 12:06:00,155,9.39,33.665,26.013
3097,090.0 070.0,1951-07-05 12:06:00,165,9.14,33.77,26.136
3097,090.0 070.0,1951-07-05 12:06:00,205,8.71,34.024,26.403
3097,090.0 070.0,1951-07-05 12:06:00,215,8.68,34.07,26.444
3097,090.0 070.0,1951-07-05 12:06:00,255,8.49,34.193,26.57
3097,090.0 070.0,1951-07-05 12:06:00,305,8.22,34.279,26.68
3097,090.0 070.0,1951-07-05 12:06:00,325,8.13,34.29,26.702
3286,090.0 070.0,1951-09-10 20:06:00,15,16.89,33.51,24.398
3484,090.0 070.0,1951-10-01 02:36:00,5,18.12,33.32,23.958
3484,090.0 070.0,1951-10-01 02:36:00,15,17.55,33.28,24.065
3484,090.0 070.0,1951-10-01 02:36:00,25,17.1,33.35,24.226
3484,090.0 070.0,1951-10-01 02:36:00,35,16.49,33.377,24.39
3484,090.0 070.0,1951-10-01 02:36:00,55,14.76,33.28,24.7
3484,090.0 070.0,1951-10-01 02:36:00,85,,33.21,
3484,090.0 070.0,1951-10-01 02:36:00,105,9.55,33.53,25.881
3484,090.0 070.0,1951-10-01 02:36:00,125,9.05,33.813,26.183
3484,090.0 070.0,1951-10-01 02:36:00,155,8.55,33.953,26.371
3484,090.0 070.0,1951-10-01 02:36:00,205,7.91,34.143,26.617
3484,090.0 070.0,1951-10-01 02:36:00,255,7.34,34.145,26.702
3484,090.0 070.0,1951-10-01 02:36:00,305,6.81,34.14,26.771
3561,090.0 070.0,1951-11-02 04:18:00,15,17.54,33.26,24.052
3691,090.0 070.0,1952-01-24 03:42:00,5,13.81,33.17,24.813
3691,090.0 070.0,1952-01-24 03:42:00,15,13.61,33.19,24.87
3691,090.0 070.0,1952-01-24 03:42:00,25,13.49,33.237,24.931
3691,090.0 070.0,1952-01-24 03:42:00,35,13.44,33.26,24.959
3691,090.0 070.0,1952-01-24 03:42:00,55,13.37,33.26,24.973
3691,090.0 070.0,1952-01-24 03:42:00,75,13.04,33.24,25.024
3691,090.0 070.0,1952-01-24 03:42:00,85,12.72,33.223,25.074
3691,090.0 070.0,1952-01-24 03:42:00,105,10.3,33.17,25.475
3691,090.0 070.0,1952-01-24 03:42:00,125,9.42,33.516,25.892
3691,090.0 070.0,1952-01-24 03:42:00,155,8.77,33.66,26.108
3691,090.0 070.0,1952-01-24 03:42:00,195,8.29,33.95,26.409
3691,090.0 070.0,1952-01-24 03:42:00,205,8.26,33.973,26.432
3691,090.0 070.0,1952-01-24 03:42:00,255,7.98,34.107,26.579
3691,090.0 070.0,1952-01-24 03:42:00,295,7.75,34.14,26.64
3691,090.0 070.0,1952-01-24 03:42:00,305,7.58,34.142,26.666
3691,090.0 070.0,1952-01-24 03:42:00,395,6.4,34.13,26.819
3873,090.0 070.0,1952-02-18 09:24:00,5,,33.15,
3873,090.0 070.0,1952-02-18 09:24:00,15,14.05,33.12,24.725
3873,090.0 070.0,1952-02-18 09:24:00,25,13.86,33.07,24.769
3873,090.0 070.0,1952-02-18 09:24:00,35,13.71,33.103,24.782
3873,090.0 070.0,1952-02-18 09:24:00,45,,33.13,
3873,090.0 070.0,1952-02-18 09:24:00,55,13.4,33.124,24.86
3873,090.0 070.0,1952-02-18 09:24:00,65,,33.12,
3873,090.0 070.0,1952-02-18 09:24:00,85,13.02,33.168,24.971
3873,090.0 070.0,1952-02-18 09:24:00,105,10.75,33.112,25.352
3873,090.0 070.0,1952-02-18 09:24:00,115,9.63,33.08,25.516
3873,090.0 070.0,1952-02-18 09:24:00,125,9.47,33.24,25.668
3873,090.0 070.0,1952-02-18 09:24:00,155,9.2,33.51,25.923
4037,090.0 070.0,1952-03-09 20:54:00,5,,33.19,
4037,090.0 070.0,1952-03-09 20:54:00,15,14.34,33.21,24.734
4037,090.0 070.0,1952-03-09 20:54:00,25,14.33,33.22,24.742
4037,090.0 070.0,1952-03-09 20:54:00,35,14.33,33.213,24.739
4037,090.0 070.0,1952-03-09 20:54:00,45,,33.21,
4037,090.0 070.0,1952-03-09 20:54:00,55,,33.21,
4037,090.0 070.0,1952-03-09 20:54:00,75,14.32,33.19,24.725
4037,090.0 070.0,1952-03-09 20:54:00,85,13.69,33.16,24.832
4037,090.0 070.0,1952-03-09 20:54:00,105,11.89,33.13,25.16
4037,090.0 070.0,1952-03-09 20:54:00,125,10.28,33.255,25.545
4037,090.0 070.0,1952-03-09 20:54:00,155,9.26,33.447,25.864
4037,090.0 070.0,1952-03-09 20:54:00,165,8.95,33.55,25.994
4037,090.0 070.0,1952-03-09 20:54:00,195,8.69,33.8,26.23
4037,090.0 070.0,1952-03-09 20:54:00,205,8.54,33.863,26.303
4037,090.0 070.0,1952-03-09 20:54:00,255,7.77,34.019,26.541
4037,090.0 070.0,1952-03-09 20:54:00,305,7.13,34.05,26.657
4037,090.0 070.0,1952-03-09 20:54:00,315,7.0,34.05,26.675
4037,090.0 070.0,1952-03-09 20:54:00,375,6.44,34.11,26.797
4136,090.0 070.0,1952-04-03 06:30:00,5,,33.3,
4136,090.0 070.0,1952-04-03 06:30:00,15,14.44,33.3,24.782
4136,090.0 070.0,1952-04-03 06:30:00,25,13.97,33.307,24.886
4136,090.0 070.0,1952-04-03 06:30:00,35,13.58,33.315,24.972
4136,090.0 070.0,1952-04-03 06:30:00,45,,33.33,
4136,090.0 070.0,1952-04-03 06:30:00,55,12.81,33.337,25.144
4136,090.0 070.0,1952-04-03 06:30:00,65,,33.31,
4136,090.0 070.0,1952-04-03 06:30:00,85,11.84,33.374,25.358
4136,090.0 070.0,1952-04-03 06:30:00,105,10.87,33.194,25.395
4136,090.0 070.0,1952-04-03 06:30:00,125,9.9,33.17,25.788
4136,090.0 070.0,1952-04-03 06:30:00,145,9.28,33.53,25.925
4136,090.0 070.0,1952-04-03 06:30:00,155,9.01,33.63,26.047
4136,090.0 070.0,1952-04-03 06:30:00,175,8.46,33.86,26.313
4136,090.0 070.0,1952-04-03 06:30:00,205,8.2,34.0,26.462
4136,090.0 070.0,1952-04-03 06:30:00,255,7.54,34.104,26.641
4136,090.0 070.0,1952-04-03 06:30:00,265,7.39,34.11,26.667
4136,090.0 070.0,1952-04-03 06:30:00,305,6.97,34.134,26.745
4136,090.0 070.0,1952-04-03 06:30:00,325,,34.15,
4136,090.0 070.0,1952-04-03 06:30:00,395,6.22,34.16,26.865
4359,090.0 070.0,1952-05-11 16:12:00,5,14.76,33.15,24.598
4359,090.0 070.0,1952-05-11 16:12:00,15,14.68,33.17,24.631
4359,090.0 070.0,1952-05-11 16:12:00,25,14.37,33.15,24.694
4359,090.0 070.0,1952-05-11 16:12:00,35,14.1,33.168,24.752
4359,090.0 070.0,1952-05-11 16:12:00,45,,33.1,
4359,090.0 070.0,1952-05-11 16:12:00,55,13.49,33.095,24.82
4359,090.0 070.0,1952-05-11 16:12:00,75,,33.08,
4359,090.0 070.0,1952-05-11 16:12:00,85,12.64,33.08,24.978
4359,090.0 070.0,1952-05-11 16:12:00,95,,33.08,
4359,090.0 070.0,1952-05-11 16:12:00,105,11.68,33.271,25.309
4359,090.0 070.0,1952-05-11 16:12:00,125,10.6,33.359,25.571
4359,090.0 070.0,1952-05-11 16:12:00,135,10.28,33.39,25.651
4359,090.0 070.0,1952-05-11 16:12:00,155,9.65,33.537,25.871
4359,090.0 070.0,1952-05-11 16:12:00,175,8.98,33.71,26.114
4359,090.0 070.0,1952-05-11 16:12:00,205,8.4,33.848,26.313
4359,090.0 070.0,1952-05-11 16:12:00,225,,33.91,
4359,090.0 070.0,1952-05-11 16:12:00,255,7.74,33.976,26.511
4359,090.0 070.0,1952-05-11 16:12:00,265,7.7,33.98,26.521
4359,090.0 070.0,1952-05-11 16:12:00,305,7.16,34.026,26.634
4359,090.0 070.0,1952-05-11 16:12:00,345,6.72,34.05,26.713
4524,090.0 070.0,1952-06-05 22:48:00,5,16.1,33.22,24.357
4524,090.0 070.0,1952-06-05 22:48:00,15,15.43,33.22,24.507
4524,090.0 070.0,1952-06-05 22:48:00,25,15.3,33.192,24.514
4524,090.0 070.0,1952-06-05 22:48:00,35,14.92,33.151,24.566
4524,090.0 070.0,1952-06-05 22:48:00,55,,32.95,
4524,090.0 070.0,1952-06-05 22:48:00,75,11.23,33.01,25.187
4524,090.0 070.0,1952-06-05 22:48:00,85,11.18,33.016,25.201
4524,090.0 070.0,1952-06-05 22:48:00,105,10.23,33.21,25.518
4524,090.0 070.0,1952-06-05 22:48:00,125,9.33,33.454,25.858
4524,090.0 070.0,1952-06-05 22:48:00,155,8.75,33.664,26.114
4524,090.0 070.0,1952-06-05 22:48:00,205,8.34,33.956,26.406
4524,090.0 070.0,1952-06-05 22:48:00,255,7.73,34.02,26.548
4524,090.0 070.0,1952-06-05 22:48:00,305,7.41,34.0,26.578
4703,090.0 070.0,1952-07-10 13:42:00,5,16.16,33.14,24.282
4703,090.0 070.0,1952-07-10 13:42:00,15,16.16,33.15,24.29
4703,090.0 070.0,1952-07-10 13:42:00,25,15.87,33.1,24.317
4703,090.0 070.0,1952-07-10 13:42:00,35,15.23,33.055,24.425
4703,090.0 070.0,1952-07-10 13:42:00,55,13.56,33.096,24.808
4703,090.0 070.0,1952-07-10 13:42:00,85,12.0,33.145,25.151
4703,090.0 070.0,1952-07-10 13:42:00,105,10.61,33.281,25.508
4703,090.0 070.0,1952-07-10 13:42:00,115,10.26,33.33,25.607
4703,090.0 070.0,1952-07-10 13:42:00,125,9.57,33.456,25.82
4703,090.0 070.0,1952-07-10 13:42:00,155,8.9,33.616,26.053
4703,090.0 070.0,1952-07-10 13:42:00,205,8.47,33.873,26.322
4703,090.0 070.0,1952-07-10 13:42:00,215,8.44,33.92,26.363
4703,090.0 070.0,1952-07-10 13:42:00,255,7.93,33.992,26.496
4703,090.0 070.0,1952-07-10 13:42:00,275,7.62,34.02,26.564
4703,090.0 070.0,1952-07-10 13:42:00,305,7.31,34.089,26.662
4703,090.0 070.0,1952-07-10 13:42:00,325,7.11,34.13,26.723
4728,090.0 070.0,1952-08-11 00:12:00,5,17.23,33.19,24.072
4728,090.0 070.0,1952-08-11 00:12:00,15,17.24,33.15,24.04
4728,090.0 070.0,1952-08-11 00:12:00,25,17.24,33.15,24.04
4728,090.0 070.0,1952-08-11 00:12:00,35,16.76,33.128,24.136
4728,090.0 070.0,1952-08-11 00:12:00,55,14.98,33.08,24.499
4728,090.0 070.0,1952-08-11 00:12:00,75,12.88,33.1,24.947
4728,090.0 070.0,1952-08-11 00:12:00,85,12.57,33.1,25.008
4728,090.0 070.0,1952-08-11 00:12:00,105,11.52,33.12,25.221
4728,090.0 070.0,1952-08-11 00:12:00,125,10.25,33.292,25.579
4728,090.0 070.0,1952-08-11 00:12:00,145,9.62,33.44,25.8
4728,090.0 070.0,1952-08-11 00:12:00,155,9.41,33.517,25.894
4728,090.0 070.0,1952-08-11 00:12:00,195,8.71,33.84,26.259
4728,090.0 070.0,1952-08-11 00:12:00,205,8.49,33.905,26.344
4728,090.0 070.0,1952-08-11 00:12:00,255,7.81,34.04,26.552
4728,090.0 070.0,1952-08-11 00:12:00,275,7.56,34.05,26.596
4728,090.0 070.0,1952-08-11 00:12:00,305,7.18,34.078,26.672
4728,090.0 070.0,1952-08-11 00:12:00,365,6.44,34.11,26.797
4935,090.0 070.0,1952-09-07 13:42:00,5,16.62,33.01,24.077
4935,090.0 070.0,1952-09-07 13:42:00,15,16.62,33.01,24.077
4935,090.0 070.0,1952-09-07 13:42:00,25,16.64,33.026,24.085
4935,090.0 070.0,1952-09-07 13:42:00,35,16.59,33.0,24.077
4935,090.0 070.0,1952-09-07 13:42:00,45,16.48,32.94,24.057
4935,090.0 070.0,1952-09-07 13:42:00,55,15.65,32.932,24.238
4935,090.0 070.0,1952-09-07 13:42:00,65,13.3,32.97,24.763
4935,090.0 070.0,1952-09-07 13:42:00,85,12.33,32.997,24.974
4935,090.0 070.0,1952-09-07 13:42:00,105,10.62,33.125,25.385
4935,090.0 070.0,1952-09-07 13:42:00,125,9.5,33.317,25.723
4935,090.0 070.0,1952-09-07 13:42:00,135,9.38,33.35,25.768
4935,090.0 070.0,1952-09-07 13:42:00,155,8.95,33.513,25.964
4935,090.0 070.0,1952-09-07 13:42:00,175,8.74,33.64,26.097
4935,090.0 070.0,1952-09-07 13:42:00,205,8.33,33.802,26.287
4935,090.0 070.0,1952-09-07 13:42:00,255,7.82,33.95,26.479
4935,090.0 070.0,1952-09-07 13:42:00,305,7.43,33.968,26.55
4935,090.0 070.0,1952-09-07 13:42:00,335,7.18,33.98,26.595
4981,090.0 070.0,1952-10-13 06:12:00,5,17.41,33.22,24.052
4981,090.0 070.0,1952-10-13 06:12:00,15,17.4,33.22,24.055
4981,090.0 070.0,1952-10-13 06:12:00,25,17.41,33.2,24.038
4981,090.0 070.0,1952-10-13 06:12:00,35,17.41,33.19,24.031
4981,090.0 070.0,1952-10-13 06:12:00,55,14.32,33.063,24.626
4981,090.0 070.0,1952-10-13 06:12:00,85,11.8,33.133,25.179
4981,090.0 070.0,1952-10-13 06:12:00,105,10.23,33.282,25.574
4981,090.0 070.0,1952-10-13 06:12:00,125,9.39,33.506,25.889
4981,090.0 070.0,1952-10-13 06:12:00,155,8.96,33.735,26.137
4981,090.0 070.0,1952-10-13 06:12:00,165,8.92,33.78,26.178
4981,090.0 070.0,1952-10-13 06:12:00,205,8.39,34.025,26.453
4981,090.0 070.0,1952-10-13 06:12:00,255,8.01,34.157,26.614
4981,090.0 070.0,1952-10-13 06:12:00,305,7.65,34.25,26.741
4981,090.0 070.0,1952-10-13 06:12:00,395,6.85,34.29,26.885
5071,090.0 070.0,1952-11-11 10:12:00,5,17.34,33.41,24.215
5071,090.0 070.0,1952-11-11 10:12:00,15,17.3,33.4,24.217
5071,090.0 070.0,1952-11-11 10:12:00,25,17.31,33.437,24.243
5071,090.0 070.0,1952-11-11 10:12:00,35,16.62,33.429,24.4
5071,090.0 070.0,1952-11-11 10:12:00,55,13.66,33.41,25.031
5071,090.0 070.0,1952-11-11 10:12:00,75,9.82,33.67,25.945
5071,090.0 070.0,1952-11-11 10:12:00,85,9.68,33.682,25.978
5071,090.0 070.0,1952-11-11 10:12:00,105,8.92,33.76,26.162
5071,090.0 070.0,1952-11-11 10:12:00,125,8.69,33.925,26.327
5071,090.0 070.0,1952-11-11 10:12:00,155,8.53,33.99,26.403
5071,090.0 070.0,1952-11-11 10:12:00,195,7.98,34.06,26.542
5071,090.0 070.0,1952-11-11 10:12:00,205,7.9,34.074,26.565
5071,090.0 070.0,1952-11-11 10:12:00,245,7.62,34.13,26.65
5071,090.0 070.0,1952-11-11 10:12:00,255,7.53,34.151,26.679
5071,090.0 070.0,1952-11-11 10:12:00,285,7.32,34.19,26.74
5071,090.0 070.0,1952-11-11 10:12:00,305,7.17,34.199,26.768
5071,090.0 070.0,1952-11-11 10:12:00,385,6.58,34.23,26.874
5242,090.0 070.0,1953-01-16 06:48:00,5,13.93,33.06,24.703
5242,090.0 070.0,1953-01-16 06:48:00,15,13.94,33.08,24.717
5242,090.0 070.0,1953-01-16 06:48:00,25,13.76,33.08,24.754
5242,090.0 070.0,1953-01-16 06:48:00,35,13.92,33.089,24.729
5242,090.0 070.0,1953-01-16 06:48:00,45,13.92,33.09,24.73
5242,090.0 070.0,1953-01-16 06:48:00,55,13.92,33.082,24.724
5242,090.0 070.0,1953-01-16 06:48:00,75,13.67,33.08,24.774
5242,090.0 070.0,1953-01-16 06:48:00,85,13.58,33.077,24.79
5242,090.0 070.0,1953-01-16 06:48:00,105,11.16,33.079,25.254
5242,090.0 070.0,1953-01-16 06:48:00,115,10.1,33.13,25.478
5242,090.0 070.0,1953-01-16 06:48:00,125,9.54,33.286,25.692
5242,090.0 070.0,1953-01-16 06:48:00,145,9.2,33.54,25.946
5242,090.0 070.0,1953-01-16 06:48:00,155,9.09,33.62,26.026
5242,090.0 070.0,1953-01-16 06:48:00,185,8.55,34.0,26.409
5242,090.0 070.0,1953-01-16 06:48:00,205,8.29,34.0,26.448
5242,090.0 070.0,1953-01-16 06:48:00,215,8.2,34.0,26.462
5242,090.0 070.0,1953-01-16 06:48:00,255,7.83,34.123,26.614
5242,090.0 070.0,1953-01-16 06:48:00,275,7.68,34.2,26.697
5242,090.0 070.0,1953-01-16 06:48:00,305,7.48,34.245,26.761
5242,090.0 070.0,1953-01-16 06:48:00,335,7.24,34.28,26.823
5242,090.0 070.0,1953-01-16 06:48:00,395,6.74,34.34,26.939
5369,090.0 070.0,1953-02-12 23:12:00,5,13.86,33.12,24.764
5369,090.0 070.0,1953-02-12 23:12:00,15,13.87,33.09,24.739
5369,090.0 070.0,1953-02-12 23:12:00,25,13.86,33.08,24.734
5369,090.0 070.0,1953-02-12 23:12:00,35,13.85,33.098,24.75
5369,090.0 070.0,1953-02-12 23:12:00,45,13.84,33.12,24.769
5369,090.0 070.0,1953-02-12 23:12:00,55,13.82,33.12,24.774
5369,090.0 070.0,1953-02-12 23:12:00,65,13.8,33.12,24.778
5369,090.0 070.0,1953-02-12 23:12:00,85,11.92,33.1,25.131
5369,090.0 070.0,1953-02-12 23:12:00,105,9.78,33.263,25.635
5369,090.0 070.0,1953-02-12 23:12:00,125,9.34,33.5,25.892
5369,090.0 070.0,1953-02-12 23:12:00,155,8.72,33.759,26.193
5369,090.0 070.0,1953-02-12 23:12:00,195,8.2,33.94,26.415
5369,090.0 070.0,1953-02-12 23:12:00,205,8.09,33.97,26.455
